id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Cardiomyocyte|Cardiomyocyte	Cardiomyocyte|Other	Other|Cardiomyocyte	Other|Other
CPI-SC06CA35957	WNT11_FZD3_LRP6	simple:O96014	complex:FZD3_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.129	0.058	0.113	0.042
CPI-SC03F9E6AC5	WNT2_FZD3_LRP6	simple:P09544	complex:FZD3_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.111	0.04	0.112	0.041
CPI-SC015580274	WNT2B_FZD3_LRP6	simple:Q93097	complex:FZD3_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.133	0.063	0.16	0.089
CPI-SC0C646FE07	WNT3_FZD3_LRP6	simple:P56703	complex:FZD3_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.115	0.045	0.116	0.045
CPI-SC063989793	WNT4_FZD3_LRP6	simple:P56705	complex:FZD3_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.113	0.043	0.115	0.044
CPI-SC0B739B6BE	WNT5A_FZD3_LRP6	simple:P41221	complex:FZD3_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.194	0.123	0.144	0.074
CPI-SC018C0B727	WNT5B_FZD3_LRP6	simple:Q9H1J7	complex:FZD3_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.34	0.269	0.151	0.081
CPI-SC0ECDB073E	WNT9A_FZD3_LRP6	simple:O14904	complex:FZD3_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.117	0.047	0.115	0.045
CPI-SC0953D36EF	WNT11_FZD4_LRP5	simple:O96014	complex:FZD4_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.044	0.051	0.028	0.035
CPI-SC001BD2F39	WNT2_FZD4_LRP5	simple:P09544	complex:FZD4_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.026	0.033	0.027	0.034
CPI-SC05D7BF6AC	WNT2B_FZD4_LRP5	simple:Q93097	complex:FZD4_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.048	0.056	0.075	0.082
CPI-SC09E6AC2F5	WNT3_FZD4_LRP5	simple:P56703	complex:FZD4_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.038	0.031	0.038
CPI-SC09C59F73D	WNT4_FZD4_LRP5	simple:P56705	complex:FZD4_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.029	0.036	0.03	0.037
CPI-SC016937C58	WNT5A_FZD4_LRP5	simple:P41221	complex:FZD4_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.109	0.116	0.059	0.067
CPI-SC0D721C667	WNT5B_FZD4_LRP5	simple:Q9H1J7	complex:FZD4_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.255	0.262	0.066	0.074
CPI-SC0CDC53EF1	WNT9A_FZD4_LRP5	simple:O14904	complex:FZD4_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.032	0.04	0.03	0.038
CPI-SC010561E8D	WNT11_FZD4_LRP6	simple:O96014	complex:FZD4_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.044	0.127	0.028	0.112
CPI-SC0594F894D	WNT2_FZD4_LRP6	simple:P09544	complex:FZD4_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.026	0.11	0.027	0.11
CPI-SC0B6207B1C	WNT2B_FZD4_LRP6	simple:Q93097	complex:FZD4_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.048	0.132	0.075	0.159
CPI-SC092B44A03	WNT3_FZD4_LRP6	simple:P56703	complex:FZD4_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.031	0.114	0.031	0.115
CPI-SC04AF69F59	WNT4_FZD4_LRP6	simple:P56705	complex:FZD4_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.029	0.112	0.03	0.114
CPI-SC0E149DD74	WNT5A_FZD4_LRP6	simple:P41221	complex:FZD4_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.109	0.192	0.059	0.143
CPI-SC09771D617	WNT5B_FZD4_LRP6	simple:Q9H1J7	complex:FZD4_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.255	0.338	0.066	0.15
CPI-SC0F7419D8D	WNT9A_FZD4_LRP6	simple:O14904	complex:FZD4_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.032	0.116	0.03	0.114
CPI-SC08E2BBB8C	WNT11_FZD5_LRP5	simple:O96014	complex:FZD5_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.023	0.022	0.008	0.006
CPI-SC03346B36E	WNT2_FZD5_LRP5	simple:P09544	complex:FZD5_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.006	0.004	0.006	0.005
CPI-SC0FBD05A5F	WNT2B_FZD5_LRP5	simple:Q93097	complex:FZD5_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.028	0.026	0.055	0.053
CPI-SC0AA850318	WNT3_FZD5_LRP5	simple:P56703	complex:FZD5_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.01	0.009	0.011	0.009
CPI-SC0A1AC8874	WNT4_FZD5_LRP5	simple:P56705	complex:FZD5_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.008	0.006	0.01	0.008
CPI-SC027A59AFB	WNT5A_FZD5_LRP5	simple:P41221	complex:FZD5_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.089	0.087	0.039	0.037
CPI-SC01FEEE70F	WNT5B_FZD5_LRP5	simple:Q9H1J7	complex:FZD5_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.234	0.233	0.046	0.044
CPI-SC0B092EF65	WNT9A_FZD5_LRP5	simple:O14904	complex:FZD5_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.012	0.01	0.01	0.008
CPI-SC0FD6A26C5	WNT11_FZD5_LRP6	simple:O96014	complex:FZD5_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.023	0.022	0.008	0.006
CPI-SC059A22B9E	WNT2_FZD5_LRP6	simple:P09544	complex:FZD5_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.006	0.004	0.006	0.005
CPI-SC081C6762E	WNT2B_FZD5_LRP6	simple:Q93097	complex:FZD5_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.028	0.026	0.055	0.053
CPI-SC0ACB46CDE	WNT3_FZD5_LRP6	simple:P56703	complex:FZD5_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.01	0.009	0.011	0.009
CPI-SC033C6423D	WNT4_FZD5_LRP6	simple:P56705	complex:FZD5_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.008	0.006	0.01	0.008
CPI-SC0DD562B41	WNT5A_FZD5_LRP6	simple:P41221	complex:FZD5_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.089	0.087	0.039	0.037
CPI-SC0D06695E4	WNT5B_FZD5_LRP6	simple:Q9H1J7	complex:FZD5_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.234	0.233	0.046	0.044
CPI-SC0EDC637EC	WNT9A_FZD5_LRP6	simple:O14904	complex:FZD5_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.012	0.01	0.01	0.008
CPI-SC08496F2AE	WNT11_FZD6_LRP5	simple:O96014	complex:FZD6_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.105	0.051	0.089	0.035
CPI-SC0A070755C	WNT2_FZD6_LRP5	simple:P09544	complex:FZD6_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.087	0.033	0.088	0.034
CPI-SC02D16C89A	WNT2B_FZD6_LRP5	simple:Q93097	complex:FZD6_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.11	0.056	0.136	0.082
CPI-SC08EAA7ADA	WNT3_FZD6_LRP5	simple:P56703	complex:FZD6_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.092	0.038	0.092	0.038
CPI-SC0C945DA9F	WNT4_FZD6_LRP5	simple:P56705	complex:FZD6_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.09	0.036	0.091	0.037
CPI-SC01D1E05E8	WNT5A_FZD6_LRP5	simple:P41221	complex:FZD6_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.17	0.116	0.12	0.067
CPI-SC0FE1FBFB5	WNT5B_FZD6_LRP5	simple:Q9H1J7	complex:FZD6_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.316	0.262	0.127	0.074
CPI-SC06EFA5CC2	WNT9A_FZD6_LRP5	simple:O14904	complex:FZD6_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.094	0.04	0.091	0.038
CPI-SC0342728D2	WNT11_FZD6_LRP6	simple:O96014	complex:FZD6_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.146	0.146	0.131	0.13
CPI-SC0DC10FB9C	WNT2_FZD6_LRP6	simple:P09544	complex:FZD6_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.129	0.128	0.129	0.129
CPI-SC0796645C7	WNT2B_FZD6_LRP6	simple:Q93097	complex:FZD6_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.151	0.15	0.178	0.177
CPI-SC08E139858	WNT3_FZD6_LRP6	simple:P56703	complex:FZD6_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.133	0.133	0.134	0.133
CPI-SC068774A8A	WNT4_FZD6_LRP6	simple:P56705	complex:FZD6_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.131	0.131	0.133	0.132
CPI-SC039EE3D74	WNT5A_FZD6_LRP6	simple:P41221	complex:FZD6_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.212	0.211	0.162	0.161
CPI-SC02D62FB5B	WNT5B_FZD6_LRP6	simple:Q9H1J7	complex:FZD6_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.357	0.357	0.169	0.168
CPI-SC02CD488A4	WNT9A_FZD6_LRP6	simple:O14904	complex:FZD6_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.135	0.134	0.133	0.132
CPI-SC0714EE585	WNT11_FZD7_LRP5	simple:O96014	complex:FZD7_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.02	0.023	0.004	0.008
CPI-SC0B3337FB4	WNT2_FZD7_LRP5	simple:P09544	complex:FZD7_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.002	0.006	0.002	0.006
CPI-SC0DE64F872	WNT2B_FZD7_LRP5	simple:Q93097	complex:FZD7_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.024	0.028	0.051	0.055
CPI-SC026062296	WNT3_FZD7_LRP5	simple:P56703	complex:FZD7_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.006	0.01	0.007	0.011
CPI-SC052C897AB	WNT4_FZD7_LRP5	simple:P56705	complex:FZD7_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.004	0.008	0.006	0.01
CPI-SC09CB5E882	WNT5A_FZD7_LRP5	simple:P41221	complex:FZD7_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.085	0.089	0.035	0.039
CPI-SC01F6AC0E2	WNT5B_FZD7_LRP5	simple:Q9H1J7	complex:FZD7_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.231	0.234	0.042	0.046
CPI-SC02FD11A30	WNT9A_FZD7_LRP5	simple:O14904	complex:FZD7_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.008	0.012	0.006	0.01
CPI-SC0D837BE1B	WNT11_FZD7_LRP6	simple:O96014	complex:FZD7_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.02	0.023	0.004	0.008
CPI-SC0F9BC4D34	WNT2_FZD7_LRP6	simple:P09544	complex:FZD7_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.002	0.006	0.002	0.006
CPI-SC063E27411	WNT2B_FZD7_LRP6	simple:Q93097	complex:FZD7_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.024	0.028	0.051	0.055
CPI-SC06C2EDE8B	WNT3_FZD7_LRP6	simple:P56703	complex:FZD7_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.006	0.01	0.007	0.011
CPI-SC006CB27E1	WNT4_FZD7_LRP6	simple:P56705	complex:FZD7_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.004	0.008	0.006	0.01
CPI-SC00FA2B152	WNT5A_FZD7_LRP6	simple:P41221	complex:FZD7_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.085	0.089	0.035	0.039
CPI-SC059D7F9EE	WNT5B_FZD7_LRP6	simple:Q9H1J7	complex:FZD7_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.231	0.234	0.042	0.046
CPI-SC0C6A402E9	WNT9A_FZD7_LRP6	simple:O14904	complex:FZD7_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.008	0.012	0.006	0.01
CPI-SC04590CF27	WNT11_FZD8_LRP5	simple:O96014	complex:FZD8_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.105	0.051	0.089	0.035
CPI-SC0B4E996CD	WNT2_FZD8_LRP5	simple:P09544	complex:FZD8_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.087	0.033	0.088	0.034
CPI-SC0DBD2C78A	WNT2B_FZD8_LRP5	simple:Q93097	complex:FZD8_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.11	0.056	0.136	0.082
CPI-SC0596FD9F6	WNT3_FZD8_LRP5	simple:P56703	complex:FZD8_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.092	0.038	0.092	0.038
CPI-SC07D38F0B5	WNT4_FZD8_LRP5	simple:P56705	complex:FZD8_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.09	0.036	0.091	0.037
CPI-SC07DA6989D	WNT5A_FZD8_LRP5	simple:P41221	complex:FZD8_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.17	0.116	0.12	0.067
CPI-SC0C1671F4D	WNT5B_FZD8_LRP5	simple:Q9H1J7	complex:FZD8_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.316	0.262	0.127	0.074
CPI-SC0F68FD442	WNT9A_FZD8_LRP5	simple:O14904	complex:FZD8_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.094	0.04	0.091	0.038
CPI-SC0CF9E0563	WNT3_FDZ8_RYK	simple:P56703	complex:FDZ8_RYK	WNT3		True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	0.144	0.048	0.145	0.049
CPI-SC092468258	WNT5A_FDZ8_RYK	simple:P41221	complex:FDZ8_RYK	WNT5A		True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	0.222	0.127	0.173	0.077
CPI-SC0B95D4E55	WNT11_FZD9_LRP5	simple:O96014	complex:FZD9_LRP5	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.021	0.021	0.006	0.005
CPI-SC0E5131C5E	WNT2_FZD9_LRP5	simple:P09544	complex:FZD9_LRP5	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.004	0.003	0.004	0.003
CPI-SC0CC357E07	WNT2B_FZD9_LRP5	simple:Q93097	complex:FZD9_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.026	0.025	0.053	0.052
CPI-SC02FACCE0B	WNT3_FZD9_LRP5	simple:P56703	complex:FZD9_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.008	0.007	0.009	0.008
CPI-SC08A288087	WNT4_FZD9_LRP5	simple:P56705	complex:FZD9_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.006	0.005	0.008	0.007
CPI-SC0D7F9CEEB	WNT5A_FZD9_LRP5	simple:P41221	complex:FZD9_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.086	0.086	0.037	0.036
CPI-SC002829D48	WNT5B_FZD9_LRP5	simple:Q9H1J7	complex:FZD9_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.232	0.231	0.044	0.043
CPI-SC09DD54D04	WNT9A_FZD9_LRP5	simple:O14904	complex:FZD9_LRP5	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.01	0.009	0.008	0.007
CPI-SC01B29532D	WNT11_FZD9_LRP6	simple:O96014	complex:FZD9_LRP6	WNT11		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.021	0.021	0.006	0.005
CPI-SC0259C1693	WNT2_FZD9_LRP6	simple:P09544	complex:FZD9_LRP6	WNT2		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.004	0.003	0.004	0.003
CPI-SC0ECADFABF	WNT2B_FZD9_LRP6	simple:Q93097	complex:FZD9_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.026	0.025	0.053	0.052
CPI-SC05CCD8E17	WNT3_FZD9_LRP6	simple:P56703	complex:FZD9_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.008	0.007	0.009	0.008
CPI-SC052B6F4F3	WNT4_FZD9_LRP6	simple:P56705	complex:FZD9_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.006	0.005	0.008	0.007
CPI-SC01FD57BC9	WNT5A_FZD9_LRP6	simple:P41221	complex:FZD9_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.086	0.086	0.037	0.036
CPI-SC08CF56014	WNT5B_FZD9_LRP6	simple:Q9H1J7	complex:FZD9_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.232	0.231	0.044	0.043
CPI-SC09206543A	WNT9A_FZD9_LRP6	simple:O14904	complex:FZD9_LRP6	WNT9A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.01	0.009	0.008	0.007
CPI-SS0429E615A	WNT11_SFRP1	simple:O96014	simple:Q8N474	WNT11	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.381	0.156	0.366	0.141
CPI-SS01E6C2BB8	WNT2_SFRP1	simple:P09544	simple:Q8N474	WNT2	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.364	0.139	0.364	0.139
CPI-SS05207EFF8	WNT2B_SFRP1	simple:Q93097	simple:Q8N474	WNT2B	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.386	0.161	0.413	0.188
CPI-SS0DF9024C0	WNT3_SFRP1	simple:P56703	simple:Q8N474	WNT3	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.368	0.143	0.369	0.144
CPI-SS036707F4C	WNT4_SFRP1	simple:P56705	simple:Q8N474	WNT4	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.366	0.141	0.367	0.143
CPI-SS0F1E79A03	WNT5A_SFRP1	simple:P41221	simple:Q8N474	WNT5A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.446	0.222	0.397	0.172
CPI-SS0FF2EEAE8	WNT5B_SFRP1	simple:Q9H1J7	simple:Q8N474	WNT5B	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.592	0.367	0.404	0.179
CPI-SS0A93EEAEB	WNT9A_SFRP1	simple:O14904	simple:Q8N474	WNT9A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.37	0.145	0.368	0.143
CPI-SS0C283076A	WNT11_SFRP2	simple:O96014	simple:Q96HF1	WNT11	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.019	0.022	0.003	0.006
CPI-SS0C95AC883	WNT2_SFRP2	simple:P09544	simple:Q96HF1	WNT2	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.001	0.004	0.002	0.005
CPI-SS08643DD8A	WNT2B_SFRP2	simple:Q93097	simple:Q96HF1	WNT2B	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.023	0.027	0.05	0.053
CPI-SS0E9BE6A4E	WNT3_SFRP2	simple:P56703	simple:Q96HF1	WNT3	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.006	0.009	0.006	0.009
CPI-SS0661CE946	WNT4_SFRP2	simple:P56705	simple:Q96HF1	WNT4	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.004	0.007	0.005	0.008
CPI-SS03F33B34C	WNT5A_SFRP2	simple:P41221	simple:Q96HF1	WNT5A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.084	0.087	0.034	0.037
CPI-SS0AC302C73	WNT5B_SFRP2	simple:Q9H1J7	simple:Q96HF1	WNT5B	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.23	0.233	0.041	0.044
CPI-SS00877D499	WNT9A_SFRP2	simple:O14904	simple:Q96HF1	WNT9A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.007	0.011	0.005	0.008
CPI-SS062CEFDBE	WNT11_SFRP4	simple:O96014	simple:Q6FHJ7	WNT11	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.021	0.022	0.006	0.006
CPI-SS05E7290A6	WNT2_SFRP4	simple:P09544	simple:Q6FHJ7	WNT2	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.004	0.004	0.004	0.005
CPI-SS0BFEE3968	WNT2B_SFRP4	simple:Q93097	simple:Q6FHJ7	WNT2B	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.026	0.027	0.053	0.053
CPI-SS0851A1599	WNT3_SFRP4	simple:P56703	simple:Q6FHJ7	WNT3	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.008	0.009	0.009	0.009
CPI-SS0514C14A6	WNT4_SFRP4	simple:P56705	simple:Q6FHJ7	WNT4	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.006	0.007	0.008	0.008
CPI-SS0A21B9682	WNT5A_SFRP4	simple:P41221	simple:Q6FHJ7	WNT5A	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.087	0.087	0.037	0.038
CPI-SS07F50324B	WNT5B_SFRP4	simple:Q9H1J7	simple:Q6FHJ7	WNT5B	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.232	0.233	0.044	0.044
CPI-SS042439610	WNT9A_SFRP4	simple:O14904	simple:Q6FHJ7	WNT9A	SFRP4	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.01	0.011	0.008	0.009
CPI-SS0102731DE	WNT11_SFRP5	simple:O96014	simple:Q5T4F7	WNT11	SFRP5	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.022	0.019	0.006	0.003
CPI-SS001BD48FB	WNT2_SFRP5	simple:P09544	simple:Q5T4F7	WNT2	SFRP5	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.004	0.001	0.005	0.002
CPI-SS058493298	WNT2B_SFRP5	simple:Q93097	simple:Q5T4F7	WNT2B	SFRP5	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.026	0.024	0.053	0.05
CPI-SS0D2044B87	WNT3_SFRP5	simple:P56703	simple:Q5T4F7	WNT3	SFRP5	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.009	0.006	0.009	0.007
CPI-SS0D5AAA463	WNT4_SFRP5	simple:P56705	simple:Q5T4F7	WNT4	SFRP5	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.006	0.004	0.008	0.005
CPI-SS0734D2DA8	WNT5A_SFRP5	simple:P41221	simple:Q5T4F7	WNT5A	SFRP5	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.087	0.084	0.037	0.035
CPI-SS022D3CA81	WNT5B_SFRP5	simple:Q9H1J7	simple:Q5T4F7	WNT5B	SFRP5	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.233	0.23	0.044	0.042
CPI-SS0F103D7A7	WNT9A_SFRP5	simple:O14904	simple:Q5T4F7	WNT9A	SFRP5	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.01	0.008	0.008	0.006
CPI-SS073F3FAD5	WNT5A_ROR1	simple:P41221	simple:Q01973	WNT5A	ROR1	True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	0.773	0.36	0.723	0.31
CPI-SS0E7CBFD03	WNT5A_ROR2	simple:P41221	simple:Q01974	WNT5A	ROR2	True	False	True	curated	False	Ligand-Receptor	Signaling by WNT	0.303	0.116	0.253	0.066
CPI-SS052C4E19B	INHBE_ACVR2A	simple:P58166	simple:P27037	INHBE	ACVR2A	True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.104	0.066	0.104	0.066
CPI-SS09CCC0451	INHBE_ACVR2B	simple:P58166	simple:Q13705	INHBE	ACVR2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	0.133	0.042	0.133	0.042
CPI-SS04256AA73	ALCAM_CD6	simple:Q13740	simple:P30203	ALCAM	CD6	True	False	False	curated	False	Ligand-Receptor		0.141	0.142	0.177	0.178
CPI-SS06207F70E	CD226_NECTIN2	simple:Q15762	simple:Q92692	CD226	NECTIN2	False	True	True	curated	False	Adhesion-Adhesion		0.229	0.209	0.228	0.209
CPI-SS095632066	CD248_IL6R	simple:Q9HCU0	simple:P08887	CD248	IL6R	True	False	True	curated	False	Ligand-Receptor		0.008	0.013	0.028	0.033
